
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
30,30,NYK,Maciej Lampe,,3,64,632,215,142,22,.407,.250,.676,9.9,3.4,2.2,0.3,-0.2,-0.014
31,31,CLE,Jason Kapono,University of California Los Angeles,9,509,9068,3398,844,417,.442,.434,.835,17.8,6.7,1.7,0.8,10.3,.055
32,32,LAL,Luke Walton,University of Arizona,10,564,9685,2649,1588,1317,.429,.326,.715,17.2,4.7,2.8,2.3,13.5,.067
33,33,MIA,Jerome Beasley,University of North Dakota,1,2,5,2,1,0,.333,,,2.5,1.0,0.5,0.0,0.0,-0.117
34,34,LAC,Sofoklis Schortsanitis,,,,,,,,,,,,,,,,
35,35,MIL,Szymon Szewczyk,,,,,,,,,,,,,,,,
36,36,CHI,Mario Austin,Mississippi State University,,,,,,,,,,,,,,,
37,37,ATL,Travis Hansen,Brigham Young University,1,41,507,123,70,19,.354,.300,.815,12.4,3.0,1.7,0.5,0.2,.019
38,38,WAS,Steve Blake,University of Maryland,12,791,19507,5325,1699,3170,.402,.386,.780,24.7,6.7,2.1,4.0,27.7,.068
39,39,NYK,Slavko Vranes,,1,1,3,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,-0.371
40,40,GSW,Derrick Zimmerman,Mississippi State University,1,2,32,4,4,7,.667,,,16.0,2.0,2.0,3.5,0.0,.004
41,41,SEA,Willie Green,University of Detroit Mercy,12,720,14569,5988,1289,1007,.426,.345,.764,20.2,8.3,1.8,1.4,12.9,.043
42,42,ORL,Zaza Pachulia,,12,794,16561,5481,4424,909,.458,.000,.743,20.9,6.9,5.6,1.1,34.2,.099
43,43,MIL,Keith Bogans,University of Kentucky,11,671,14527,4257,1817,866,.394,.353,.716,21.6,6.3,2.7,1.3,20.4,.068
44,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,
45,45,CHI,Matt Bonner,University of Florida,11,743,12969,4512,2320,536,.463,.414,.781,17.5,6.1,3.1,0.7,37.1,.137
46,46,DEN,Sani Becirovic,,,,,,,,,,,,,,,,
47,47,UTA,Mo Williams,University of Alabama,12,758,22575,10130,2139,3798,.437,.383,.868,29.8,13.4,2.8,5.0,39.0,.083
48,48,NOH,James Lang,,1,11,55,11,11,2,.444,,.600,5.0,1.0,1.0,0.2,0.1,.047
49,49,IND,James Jones,University of Miami,12,596,10029,3329,1176,332,.400,.401,.847,16.8,5.6,2.0,0.6,22.8,.109
50,50,PHI,Paccelis Morlende,,,,,,,,,,,,,,,,
51,51,NJN,Kyle Korver,Creighton University,12,869,22732,8709,2698,1567,.442,.431,.882,26.2,10.0,3.1,1.8,56.4,.119
52,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,
53,53,CHI,Tommy Smith,Arizona State University,,,,,,,,,,,,,,,
54,54,POR,Nedzad Sinanovic,,,,,,,,,,,,,,,,
55,55,MIN,Rick Rickert,University of Minnesota,,,,,,,,,,,,,,,
56,56,BOS,Brandon Hunter,Ohio University,2,67,630,220,187,22,.476,.000,.488,9.4,3.3,2.8,0.3,0.7,.055
57,57,DAL,Xue Yuyang,,,,,,,,,,,,,,,,
58,58,DET,Andreas Glyniadakis,,1,13,81,17,8,1,.471,,.500,6.2,1.3,0.6,0.1,-0.2,-0.143
